Date,Time,CO,PT08.S1_CO,NMHC,C6H6,PT08.S2_NMHC,NOx,PT08.S3_NOx,NO2,PT08.S4_NO2,PT08.S5_O3,T,RH,AH,Datetime
2004-06-20,21:00:00,1.4,790.917,275,3.08146,624.141,74,1259.83,85,1429.54,522.045,21.9506,49.259,1.20945,2004-06-20 21:00:00
2004-06-20,22:00:00,2.3,782.5,275,2.85444,612.692,92,1273.17,91,1420.54,514.038,21.5077,50.1077,1.2066,2004-06-20 22:00:00
2004-06-20,23:00:00,4.2,774.083,275,2.62741,601.244,136,1286.52,108,1411.53,506.032,21.0647,50.9564,1.20376,2004-06-20 23:00:00
2004-06-21,00:00:00,3,765.667,275,2.40039,589.795,119,1299.87,99,1402.53,498.026,20.6218,51.8051,1.20092,2004-06-21 00:00:00
2004-06-21,01:00:00,2.2,757.25,275,2.17336,578.346,76,1313.21,83,1393.52,490.019,20.1788,52.6538,1.19807,2004-06-21 01:00:00
2004-06-21,02:00:00,0.6,748.833,275,1.94634,566.897,21,1326.56,36,1384.51,482.013,19.7359,53.5026,1.19523,2004-06-21 02:00:00
2004-06-21,03:00:00,0.3,740.417,275,1.71931,555.449,18,1339.9,30,1375.51,474.006,19.2929,54.3513,1.19239,2004-06-21 03:00:00
2004-06-21,04:00:00,0.3,732,275,1.49229,544,15,1353.25,24,1366.5,466,18.85,55.2,1.18954,2004-06-21 04:00:00
2004-06-21,05:00:00,0.5,809,275,3.47418,680.75,52,1108,43,1463,608.5,18.2,57.625,1.19296,2004-06-21 05:00:00
2004-06-21,06:00:00,1.3,934.25,275,8.28909,911,85,856.75,64,1639,863,18.575,56,1.1865,2004-06-21 06:00:00
2004-06-21,07:00:00,2.5,1131.5,275,17.3305,1219.75,177,690.75,91,1909.5,1202.75,20.85,48.05,1.17022,2004-06-21 07:00:00
2004-06-21,08:00:00,3.7,1220.5,275,23.3334,1386.25,232,626,109,2138.25,1412.25,23.325,38.625,1.09194,2004-06-21 08:00:00
2004-06-21,09:00:00,2.5,1024,275,13.8195,1110.75,201,769.75,110,1752.5,1069.25,25.1,32.375,1.017,2004-06-21 09:00:00
2004-06-21,10:00:00,1.8,938,275,10.2449,986.75,134,861.5,111,1597,817.25,27.8,25.75,0.947308,2004-06-21 10:00:00
2004-06-21,11:00:00,1.5,868.75,275,7.94708,897,104,965.25,106,1479.75,649.25,29.575,20.975,0.854768,2004-06-21 11:00:00
2004-06-21,12:00:00,1.5,846,275,8.76934,930.25,89,946.5,104,1467.25,597.5,30.2,18.025,0.761278,2004-06-21 12:00:00
2004-06-21,13:00:00,1.2,837.75,275,7.24664,867.5,66,1005.25,76,1454.25,540.25,30.05,18.5,0.774676,2004-06-21 13:00:00
2004-06-21,14:00:00,1.4,874.5,275,8.30758,911.75,85,977.5,84,1504,600.75,29.5,19.4,0.787193,2004-06-21 14:00:00
2004-06-21,15:00:00,1.6,907,275,9.56028,961,105,919.75,102,1563.75,668.25,31.1,18.175,0.807943,2004-06-21 15:00:00
2004-06-21,16:00:00,1.6,888.5,275,8.99782,939.25,99,920,102,1492.25,647.25,30.325,19.05,0.810325,2004-06-21 16:00:00
2004-06-21,17:00:00,2.2,969.25,275,12.4111,1063.75,132,834,124,1645.25,816,30.075,19.275,0.808282,2004-06-21 17:00:00
2004-06-21,18:00:00,3,1051,275,15.2519,1156.5,186,759.5,147,1786.5,963.25,28.575,22.325,0.858954,2004-06-21 18:00:00
2004-06-21,19:00:00,3,1042.75,275,16.0517,1181.25,174,735.5,138,1812.5,1010,26.075,28.275,0.940655,2004-06-21 19:00:00
2004-06-21,20:00:00,2.7,1042.5,275,14.1351,1121,149,736.25,126,1792.5,967.25,24.475,35.7,1.08074,2004-06-21 20:00:00
2004-06-21,21:00:00,2.1,1006.75,275,11.3552,1027,114,798.25,112,1736.75,903.5,23.1,41.525,1.15824,2004-06-21 21:00:00
2004-06-21,22:00:00,1.6,965.75,275,9.50795,959,92,838.25,95,1685.5,851.75,21.775,46.25,1.19128,2004-06-21 22:00:00
2004-06-21,23:00:00,1.3,920,275,7.42798,875.25,75,915,80,1594,744.25,20.9,48.9,1.19454,2004-06-21 23:00:00
2004-06-22,00:00:00,1.1,889.25,275,6.42396,831.25,74,955.75,79,1569.5,759.75,20.5,49.925,1.19027,2004-06-22 00:00:00
2004-06-22,01:00:00,0.7,825,275,4.07754,715,35,1061.75,49,1462,612.75,20.025,50.925,1.17944,2004-06-22 01:00:00
2004-06-22,02:00:00,0.4,757.5,275,1.9452,580,22,1214.75,36,1373.75,530.75,22.15,44.275,1.16649,2004-06-22 02:00:00
2004-06-22,03:00:00,0.2,734.667,275,1.3642,533,23,1338,38,1349.67,492.667,21,47.4667,1.16659,2004-06-22 03:00:00
2004-06-22,04:00:00,0.2,719.25,275,1.23557,521.5,24,1384.75,40,1343.25,508.5,19.75,50.25,1.1444,2004-06-22 04:00:00
2004-06-22,05:00:00,0.3,756.75,275,2.1627,596,30,1235.75,37,1381.25,560,19,52.825,1.14892,2004-06-22 05:00:00
2004-06-22,06:00:00,0.9,889.5,275,6.41291,830.75,93,922,67,1594.25,825.75,17.75,56.5,1.13751,2004-06-22 06:00:00
2004-06-22,07:00:00,3.1,1180.75,275,18.5203,1254.5,332,632.25,106,2002.25,1333.5,18.175,55.775,1.15288,2004-06-22 07:00:00
2004-06-22,08:00:00,5,1332,275,30.198,1555.5,387,523.25,134,2393.5,1659.75,20.6,47.725,1.14477,2004-06-22 08:00:00
2004-06-22,09:00:00,2.8,1128.25,275,14.2126,1123.5,267,717,123,1832,1361.75,22.825,41.9,1.14961,2004-06-22 09:00:00
2004-06-22,10:00:00,2.8,1127.5,275,14.298,1126.25,269,724.5,136,1856,1316.25,27.05,31.65,1.11469,2004-06-22 10:00:00
2004-06-22,11:00:00,2.1,1064,275,12.5579,1068.75,193,766,109,1765.75,1089,30.45,26.4,1.131,2004-06-22 11:00:00
2004-06-22,12:00:00,3.1,1139.25,275,18.0112,1239.75,239,701.75,144,1940.25,1128.75,31.1,26.2,1.16468,2004-06-22 12:00:00
2004-06-22,13:00:00,3,1120.5,275,17.1452,1214.25,232,707,154,1911.75,1120.25,31.425,25.275,1.14445,2004-06-22 13:00:00
2004-06-22,14:00:00,2.1,1032.25,275,12.9652,1082.5,152,776,126,1771.5,915.5,30.85,26.65,1.16799,2004-06-22 14:00:00
2004-06-22,15:00:00,1.7,1039.75,275,11.2146,1022,115,826,98,1746.5,811.5,31.825,25.625,1.18683,2004-06-22 15:00:00
2004-06-22,16:00:00,2.2,1075.75,275,13.6285,1104.5,169,762,120,1781.5,958.5,33.475,22.925,1.16486,2004-06-22 16:00:00
2004-06-22,17:00:00,3.5,1176.5,275,20.4991,1310.25,226,656.25,145,2010.75,1189.25,33.05,23.525,1.16727,2004-06-22 17:00:00
2004-06-22,18:00:00,3.6,1195.75,275,20.246,1303.25,218,653.5,139,2016.5,1198.5,31.675,25.875,1.1883,2004-06-22 18:00:00
2004-06-22,19:00:00,4.1,1204,275,23.123,1380.75,245,623,148,2085.25,1283,29.025,30.425,1.20134,2004-06-22 19:00:00
2004-06-22,20:00:00,4,1166.25,275,20.273,1304,236,646.25,139,2016.25,1291.25,27.4,33.65,1.20952,2004-06-22 20:00:00
2004-06-22,21:00:00,1.8,958.75,275,9.25461,949.25,104,856.75,93,1639.75,948.75,25.25,36.375,1.15281,2004-06-22 21:00:00
2004-06-22,22:00:00,1.7,1004,275,10.523,997,104,812.5,96,1725.75,1018,24,39.625,1.1662,2004-06-22 22:00:00
2004-06-22,23:00:00,2.4,1050.25,275,13.6285,1104.5,144,728.5,104,1807,1121.5,23.85,39.625,1.15584,2004-06-22 23:00:00
2004-06-23,00:00:00,1.2,965.25,275,8.0077,899.5,79,863.75,83,1630.75,967.5,22.85,43.575,1.19736,2004-06-23 00:00:00
2004-06-23,01:00:00,0.8,849,275,4.61547,743.75,51,1003.75,66,1495.5,805.5,22.8,43.875,1.202,2004-06-23 01:00:00
2004-06-23,02:00:00,0.5,808.5,275,3.22299,665.75,38,1093,55,1454.5,713.5,21.8,47.25,1.21888,2004-06-23 02:00:00
2004-06-23,03:00:00,0.3,777.25,275,2.35021,609.25,31,1169.5,46,1404.75,644,21.7,47.325,1.21346,2004-06-23 03:00:00
2004-06-23,04:00:00,0.35,768,275,2.09025,590.75,24,1182.5,37,1401.75,605.75,20.8,50.275,1.22069,2004-06-23 04:00:00
2004-06-23,05:00:00,0.4,768,275,2.17662,597,30,1154.5,40,1396.25,605.5,21.725,46.85,1.2031,2004-06-23 05:00:00
2004-06-23,06:00:00,1,917,275,6.66913,842.25,73,933.75,51,1655.75,818.5,20.35,52.35,1.23673,2004-06-23 06:00:00
2004-06-23,07:00:00,3.8,1252.25,275,23.104,1380.25,305,579.25,117,2209.5,1462,20.475,52.3,1.245,2004-06-23 07:00:00
2004-06-23,08:00:00,3.2,1224,275,18.9741,1267.5,295,605,110,2045.75,1478.25,21.65,49.575,1.26732,2004-06-23 08:00:00
2004-06-23,09:00:00,3.5,1276.5,275,20.1289,1300,331,607.75,136,2089.5,1597.75,24,43.075,1.26774,2004-06-23 09:00:00
2004-06-23,10:00:00,3.2,1149.25,275,16.3963,1191.75,304,671.5,152,1943.75,1449.25,28.5,31.7,1.21439,2004-06-23 10:00:00
2004-06-23,11:00:00,2.3,1090.5,275,12.9503,1082,210,745.5,119,1790.25,1221.25,32.225,25.1,1.18903,2004-06-23 11:00:00
2004-06-23,12:00:00,2.2,1052.75,275,13.0922,1086.75,163,763.25,106,1762,1023.25,34.95,20.45,1.12788,2004-06-23 12:00:00
2004-06-23,13:00:00,2.1,1022.75,275,11.767,1041.5,132,795.5,101,1710.75,909.5,35.375,19.875,1.12221,2004-06-23 13:00:00
2004-06-23,14:00:00,1.9,1084.75,275,12.7349,1074.75,126,766.75,110,1786.25,912.5,34.4,22.525,1.20503,2004-06-23 14:00:00
2004-06-23,15:00:00,2.4,1115.75,275,14.0888,1119.5,150,724.25,124,1854.25,1035.25,34.825,22.8,1.24883,2004-06-23 15:00:00
2004-06-23,16:00:00,2.5,1111,275,14.4304,1130.5,171,734.5,137,1824.5,1085.25,34.325,22.35,1.1907,2004-06-23 16:00:00
2004-06-23,17:00:00,3.6,1210.25,275,20.7081,1316,234,644.5,159,2030.25,1278,32.525,25.25,1.2165,2004-06-23 17:00:00
2004-06-23,18:00:00,3.9,1249.5,275,21.5529,1339,251,615.5,152,2075.25,1383.25,31.275,27.25,1.22344,2004-06-23 18:00:00
2004-06-23,19:00:00,4.4,1296.5,275,24.1731,1408,294,595,166,2134,1473.25,30.15,29.025,1.22236,2004-06-23 19:00:00
2004-06-23,20:00:00,4.8,1313.25,275,21.7849,1345.25,300,603.25,163,2117.5,1507.25,28.525,33.3,1.27753,2004-06-23 20:00:00
2004-06-23,21:00:00,2.5,1145.75,275,13.0025,1083.75,159,712.75,121,1829.25,1215,27.3,35.275,1.26058,2004-06-23 21:00:00
2004-06-23,22:00:00,2.8,1198.75,275,15.1083,1152,176,685,125,1897.25,1241.75,26.075,37.8,1.25753,2004-06-23 22:00:00
2004-06-23,23:00:00,3.2,1274.25,275,16.5533,1196.5,192,625.75,120,2023,1356.25,24.65,47.075,1.43995,2004-06-23 23:00:00
2004-06-24,00:00:00,2.6,1242.5,275,12.6536,1072,152,674.5,103,1978,1194.5,23.6,59.825,1.71927,2004-06-24 00:00:00
2004-06-24,01:00:00,1.5,1054,275,8.58711,923,63,783.25,64,1792.75,899,23.275,60.525,1.70596,2004-06-24 01:00:00
2004-06-24,02:00:00,1,962.25,275,5.28285,777.5,35,929.25,44,1645.25,726,23.3,59.35,1.67534,2004-06-24 02:00:00
2004-06-24,03:00:00,0.8,914.75,275,3.63307,690,28,982.5,39.5,1570,742.75,22.9,57.7,1.59025,2004-06-24 03:00:00
2004-06-24,04:00:00,0.6,870.5,275,2.79904,639.25,21,1062.25,35,1527.5,683.5,23.7,53.475,1.54597,2004-06-24 04:00:00
2004-06-24,05:00:00,0.6,876.75,275,3.09233,657.75,41,1047.25,46,1530.25,778.5,21.15,60.85,1.50918,2004-06-24 05:00:00
2004-06-24,06:00:00,0.7,893.25,275,3.73774,696,48,1008,54,1548.25,801.25,22.15,56.175,1.48002,2004-06-24 06:00:00
2004-06-24,07:00:00,1.2,1030,275,6.86694,851,102,824,68,1699.75,983,21.85,56.975,1.47419,2004-06-24 07:00:00
2004-06-24,08:00:00,1.5,1059,275,8.64976,925.5,111,783,77,1749.5,988.75,24.675,45.9,1.40609,2004-06-24 08:00:00
2004-06-24,09:00:00,1.3,1019.5,275,7.06146,859.5,93,863.75,74,1649.25,875,26.95,40.8,1.4286,2004-06-24 09:00:00
2004-06-24,10:00:00,1.6,1044.5,275,6.61867,840,118,878.5,92,1656,806.5,29.125,37.35,1.48328,2004-06-24 10:00:00
2004-06-24,11:00:00,1.5,1029,275,7.20596,865.75,93,873.75,83,1650.75,726.5,31.05,32.375,1.43511,2004-06-24 11:00:00
2004-06-24,12:00:00,1.2,959,275,4.99142,763,56,976,58,1561.25,549.25,31.925,30.325,1.41246,2004-06-24 12:00:00
2004-06-24,13:00:00,1.1,974.75,275,5.70684,798,51,938.5,55,1576,570.25,32.775,28.9,1.41203,2004-06-24 13:00:00
2004-06-24,14:00:00,1.2,988,275,6.03125,813.25,52,927.25,61,1595.5,596,33.45,27.825,1.41187,2004-06-24 14:00:00
2004-06-24,15:00:00,1.3,971,275,6.13928,818.25,59,941.5,65,1565,584.75,35.325,23.675,1.33309,2004-06-24 15:00:00
2004-06-24,16:00:00,1.4,999,275,7.99556,899,62,869,74,1629.25,637,35.775,22.375,1.29152,2004-06-24 16:00:00
2004-06-24,17:00:00,1.6,988.5,275,7.7604,889.25,85,888.75,89,1602.25,663.5,35.25,20.8,1.16637,2004-06-24 17:00:00
2004-06-24,18:00:00,2.1,1075,275,11.1446,1019.5,109,802.25,103,1731.75,796.5,33.35,23.95,1.20847,2004-06-24 18:00:00
2004-06-24,19:00:00,3,1190,275,15.9132,1177,168,694.667,128,1934,1045.67,30.2667,30.7667,1.30437,2004-06-24 19:00:00
2004-06-24,20:00:00,2.8,1172.25,275,13.72,1107.5,166,705.5,122,1877.5,1058.25,28.325,34.5,1.30837,2004-06-24 20:00:00
2004-06-24,21:00:00,3.8,1255.5,275,21.5807,1339.75,149,594,125,2175.5,1213.75,27.1,38.95,1.3758,2004-06-24 21:00:00
2004-06-24,22:00:00,3.2,1189.75,275,16.7607,1202.75,118,658.25,119,1966.5,1055.75,25.4,43.175,1.38047,2004-06-24 22:00:00
2004-06-24,23:00:00,4.1,1249.25,275,20.4991,1310.25,160,601.25,126,2114.25,1280,24.55,45.275,1.37671,2004-06-24 23:00:00
2004-06-25,00:00:00,2.6,1072,275,14.1042,1120,124,710.75,100,1837.5,1044.75,23.75,46.025,1.33456,2004-06-25 00:00:00
2004-06-25,01:00:00,2,1035,275,10.9149,1011.25,95,750,94,1752,1038.5,23,48.05,1.33224,2004-06-25 01:00:00
2004-06-25,02:00:00,0.9,838.75,275,3.62873,689.75,34,1029.75,52,1456.5,640,24.775,43.375,1.33663,2004-06-25 02:00:00
2004-06-25,03:00:00,0.7,833.25,275,3.30583,670.75,39.5,1060.75,58,1482,704.5,23.075,47.425,1.32083,2004-06-25 03:00:00
2004-06-25,04:00:00,0.6,804.25,275,2.44095,615.5,45,1143.75,64,1426.5,662.25,21.75,50.225,1.29172,2004-06-25 04:00:00
2004-06-25,05:00:00,0.6,811.25,275,2.97989,650.75,35,1097,46,1442.25,579.25,21.875,50.7,1.31381,2004-06-25 05:00:00
2004-06-25,06:00:00,1.6,1028,275,8.85156,933.5,141,817.5,88,1743.25,986.75,20.05,56.975,1.32158,2004-06-25 06:00:00
2004-06-25,07:00:00,2.6,1138.25,275,14.7598,1141,199,671,104,1926.5,1196.75,21.5,51.825,1.31288,2004-06-25 07:00:00
2004-06-25,08:00:00,2.9,1203.25,275,16.1827,1185.25,224,649.25,125,1968.25,1327.5,22.875,48.75,1.34157,2004-06-25 08:00:00
2004-06-25,09:00:00,2.8,1193.25,275,14.6026,1136,245,666.75,151,1924,1370,25.7,41.025,1.3351,2004-06-25 09:00:00
2004-06-25,10:00:00,1.9,1048.5,275,7.9713,898,153,857.5,113,1670.5,921,29.925,33.175,1.3793,2004-06-25 10:00:00
2004-06-25,11:00:00,1.9,1090.25,275,9.07453,942.25,145,827.5,102,1712.75,876,32.9,28.025,1.37891,2004-06-25 11:00:00
2004-06-25,12:00:00,2.1,1069.75,275,9.95663,976,130,808.25,108,1687.5,818.75,33.975,25.575,1.33625,2004-06-25 12:00:00
2004-06-25,13:00:00,1.9,1014.25,275,9.79726,970,95,826.25,93,1684,763,34.725,22.575,1.22967,2004-06-25 13:00:00
2004-06-25,14:00:00,1.6,971.5,275,8.31375,912,88,882,89,1596,675,35.525,20.35,1.15857,2004-06-25 14:00:00
2004-06-25,15:00:00,1.6,951,275,7.53416,879.75,89,919.75,84,1539,636.75,35.9,18.775,1.0912,2004-06-25 15:00:00
2004-06-25,16:00:00,2.1,1032.75,275,11.6528,1037.5,127,801.5,111,1690.25,825.75,36.175,18.55,1.09453,2004-06-25 16:00:00
2004-06-25,17:00:00,2.4,982.75,275,13.2951,1093.5,149,817,115,1659,854.25,35.35,15.275,0.861291,2004-06-25 17:00:00
2004-06-25,18:00:00,2.8,973,275,14.3603,1128.25,170,813.25,127,1642.25,894.25,32.925,15.525,0.764947,2004-06-25 18:00:00
2004-06-25,19:00:00,3.4,1082.75,275,17.9169,1237,210,736.5,129,1786,1077.25,29.925,19.75,0.821133,2004-06-25 19:00:00
2004-06-25,20:00:00,3.4,1061.75,275,15.8644,1175.5,230,763.25,140,1743.25,1120.5,28.1,22.425,0.839446,2004-06-25 20:00:00
2004-06-25,21:00:00,2.7,1010.5,275,14.1584,1121.75,203,807.75,137,1679.75,1070.5,26.125,24.675,0.823301,2004-06-25 21:00:00
2004-06-25,22:00:00,2.6,1054.25,275,13.7812,1109.5,174,764.5,130,1669.5,1167,24.95,28.725,0.894385,2004-06-25 22:00:00
2004-06-25,23:00:00,2.3,1012.75,275,11.667,1038,164,792.75,121,1597.75,1162,24.25,31.025,0.926764,2004-06-25 23:00:00
2004-06-26,00:00:00,1.2,869.75,275,6.23174,822.5,76,975,79,1397.75,847.75,24,31.225,0.918984,2004-06-26 00:00:00
2004-06-26,01:00:00,1,857.25,275,5.11116,769,52,1005.75,69,1389.5,758.75,22.425,34.95,0.936172,2004-06-26 01:00:00
2004-06-26,02:00:00,0.9,834.75,275,4.52464,739,47,1035.5,61,1381.5,694,21.225,37.55,0.935546,2004-06-26 02:00:00
2004-06-26,03:00:00,1.1,844.25,275,4.90242,758.5,42,1005,59.5,1408.75,848,19.475,42.25,0.946128,2004-06-26 03:00:00
2004-06-26,04:00:00,0.75,763,275,2.5406,622.25,37,1128.5,58,1321.25,688.5,21.2,39.4,0.980152,2004-06-26 04:00:00
2004-06-26,05:00:00,0.4,768.5,275,2.3036,606,41,1170.5,58,1313.75,609.5,19.5,42.425,0.951504,2004-06-26 05:00:00
2004-06-26,06:00:00,0.9,890.75,275,5.54491,790.25,74,959.75,70,1465.5,816.25,18.625,45.75,0.972321,2004-06-26 06:00:00
2004-06-26,07:00:00,1.8,1037,275,10.4073,992.75,168,778.75,104,1679.5,1157.5,19.725,44.15,1.00394,2004-06-26 07:00:00
2004-06-26,08:00:00,2.2,1089.75,275,12.4404,1064.75,176,728.25,109,1772.75,1227.75,21.95,39.35,1.02432,2004-06-26 08:00:00
2004-06-26,09:00:00,2.4,1117.25,275,14.0347,1117.75,184,715.75,129,1791.25,1322.75,24.5,34.325,1.04066,2004-06-26 09:00:00
2004-06-26,10:00:00,2.3,1109.25,275,12.698,1073.5,187,761,144,1733.75,1274.25,29.975,25.6,1.0674,2004-06-26 10:00:00
2004-06-26,11:00:00,1.6,961,275,8.97868,938.5,118,911.5,101,1507.5,846.25,34.525,18.875,1.0168,2004-06-26 11:00:00
2004-06-26,12:00:00,1.4,985,275,8.48727,919,89,917.75,90,1539.75,736.5,36.325,17.5,1.04111,2004-06-26 12:00:00
2004-06-26,13:00:00,1.4,959.5,275,8.23985,909,70,910.25,86,1522.75,675.25,37.675,15.975,1.02307,2004-06-26 13:00:00
2004-06-26,14:00:00,1,927.25,275,5.88139,806.25,51,1012.75,69,1446.25,558.5,38.325,15.775,1.04651,2004-06-26 14:00:00
2004-06-26,15:00:00,1,957.5,275,5.63869,794.75,52,1001.75,65,1481.25,604,38.35,17.475,1.16086,2004-06-26 15:00:00
2004-06-26,16:00:00,1.2,1018.75,275,6.66913,842.25,70,935.25,73,1565,728.75,37.25,20.475,1.28127,2004-06-26 16:00:00
2004-06-26,17:00:00,1.3,1010,275,6.08516,815.75,80,955,73,1567.25,740.75,33.975,26.375,1.37805,2004-06-26 17:00:00
2004-06-26,18:00:00,1.5,1030.25,275,6.70287,843.75,90,916.5,78,1598.5,746.5,32.3,30.375,1.44501,2004-06-26 18:00:00
2004-06-26,19:00:00,1.9,1099.5,275,9.17082,946,111,827,98,1726,932,30.5,33.9,1.45645,2004-06-26 19:00:00
2004-06-26,20:00:00,1.8,1079,275,8.246,909.25,107,860.5,99,1685.75,928.25,29.225,37.8,1.5098,2004-06-26 20:00:00
2004-06-26,21:00:00,1.4,1035.75,275,7.03845,858.5,73,899.5,83,1645,859.75,28.375,39.125,1.48806,2004-06-26 21:00:00
2004-06-26,22:00:00,1.7,1085,275,9.50795,959,75,826.75,88,1746.5,963.25,27.675,40.6,1.48283,2004-06-26 22:00:00
2004-06-26,23:00:00,2.7,1214.25,275,15.0685,1150.75,144,682.5,117,1938,1308.75,27.175,42.475,1.50687,2004-06-26 23:00:00
2004-06-27,00:00:00,2.1,1127,275,11.7456,1040.75,120,728,97,1829.75,1266,26.5,44.8,1.52797,2004-06-27 00:00:00
2004-06-27,01:00:00,1.4,1038,275,9.28046,950.25,71,775.75,75,1749.5,1181,25.5,47.625,1.53175,2004-06-27 01:00:00
2004-06-27,02:00:00,1,947.5,275,6.37981,829.25,40,873,53,1637.5,936.5,25.15,47.85,1.50756,2004-06-27 02:00:00
2004-06-27,03:00:00,1,953,275,6.7085,844,37,848,49,1684.75,995.25,23.175,53.7,1.50457,2004-06-27 03:00:00
2004-06-27,04:00:00,0.8,868.75,275,4.22899,723.25,34,975.25,45,1521.75,788.75,23.2,52.275,1.46683,2004-06-27 04:00:00
2004-06-27,05:00:00,0.5,808.75,275,2.62682,628,27,1127.25,42,1490,681.75,24,50.325,1.48112,2004-06-27 05:00:00
2004-06-27,06:00:00,0.6,832.5,275,2.81846,640.5,30,1087.75,44,1495.75,717,23.5,51.225,1.46336,2004-06-27 06:00:00
2004-06-27,07:00:00,0.6,856.75,275,3.14106,660.75,40,1083.25,50,1510.5,696,23.525,50.75,1.45196,2004-06-27 07:00:00
2004-06-27,08:00:00,1,966,275,6.17185,819.75,56,912.75,60,1634,806.75,24.675,47.65,1.4597,2004-06-27 08:00:00
2004-06-27,09:00:00,1.6,1062.5,275,7.86856,893.75,104,822.5,100,1688,1025.25,27.2,41.125,1.46111,2004-06-27 09:00:00
2004-06-27,10:00:00,1.9,1110,275,10.5048,996.333,121,781.667,111,1770.67,1090,30.9667,32.4,1.42944,2004-06-27 10:00:00
2004-06-27,11:00:00,1.7,1055.25,275,9.04253,941,100,844.25,110,1647.5,931.5,35.2,24.775,1.38544,2004-06-27 11:00:00
2004-06-27,12:00:00,1.1,939.25,275,6.34128,827.5,59,991.25,74,1486.25,639,37.85,18.525,1.19771,2004-06-27 12:00:00
2004-06-27,13:00:00,0.8,816.25,275,3.5211,683.5,42,1194.75,56,1285,466.75,39,15.15,1.04236,2004-06-27 13:00:00
2004-06-27,14:00:00,0.7,840.75,275,4.02758,712.25,38,1174.5,50,1338.75,476.25,41.25,12.8,0.993346,2004-06-27 14:00:00
2004-06-27,15:00:00,0.7,841.75,275,4.20128,721.75,40,1163,54,1293.5,489.75,41.775,11.875,0.947581,2004-06-27 15:00:00
2004-06-27,16:00:00,1.2,990,275,6.88401,851.75,70,967,90,1487.75,668.75,42.2,14.225,1.1609,2004-06-27 16:00:00
2004-06-27,17:00:00,1.6,1042,275,7.86254,893.5,95,915.75,109,1536.75,800.25,41.375,15.475,1.20894,2004-06-27 17:00:00
2004-06-27,18:00:00,1.6,1089.25,275,7.85651,893.25,90,879.25,110,1608.75,790.75,38.85,21.4,1.46052,2004-06-27 18:00:00
2004-06-27,19:00:00,1.7,1101.75,275,10.3327,990,90,799,103,1685.25,849,34.325,26.025,1.38649,2004-06-27 19:00:00
2004-06-27,20:00:00,2,1095,275,10.4957,996,111,799,120,1695.25,934,32.65,27.7,1.34394,2004-06-27 20:00:00
2004-06-27,21:00:00,2.3,1116,275,12.7275,1074.5,135,760.75,134,1784,1080.5,30.475,30.375,1.30315,2004-06-27 21:00:00
2004-06-27,22:00:00,2.4,1105,275,11.8961,1046,146,776.5,137,1750.75,1102.25,29.025,33.625,1.32769,2004-06-27 22:00:00
2004-06-27,23:00:00,1.7,1017.75,275,9.274,950,100,830,99,1635.5,914,28.225,36.55,1.37812,2004-06-27 23:00:00
2004-06-28,00:00:00,1.2,990.75,275,7.91684,895.75,69,857.25,78,1615.5,926,27.2,38.9,1.38206,2004-06-28 00:00:00
2004-06-28,01:00:00,1,922.5,275,5.0312,765,47,952,63,1507.75,786,26.65,39.975,1.37542,2004-06-28 01:00:00
2004-06-28,02:00:00,0.6,873.75,275,3.4487,679.25,26,1049,41,1443.5,618.75,25.95,41.175,1.3598,2004-06-28 02:00:00
2004-06-28,03:00:00,0.5,846,275,3.16146,662,25,1067.5,40,1463.5,632.5,22.75,50.075,1.36774,2004-06-28 03:00:00
2004-06-28,04:00:00,0.4,837.75,275,2.69133,632.25,24,1079,39,1438,634,24,46.55,1.37001,2004-06-28 04:00:00
2004-06-28,05:00:00,0.5,827,275,3.06405,656,55,1074.5,60,1446.75,722.25,24.05,46.375,1.36893,2004-06-28 05:00:00
2004-06-28,06:00:00,0.7,900.5,275,4.98646,762.75,47,983.5,54,1551.5,716.5,23.7,47.05,1.36022,2004-06-28 06:00:00
2004-06-28,07:00:00,3.2,1290.75,275,20.7172,1316.25,209,602.5,119,2172,1444.75,23.65,47.3,1.36338,2004-06-28 07:00:00
2004-06-28,08:00:00,5.6,1441,275,32.3798,1605.75,348,503,159,2567.75,1786,25.525,43.125,1.38906,2004-06-28 08:00:00
2004-06-28,09:00:00,4.6,1362.5,275,24.2413,1409.75,337,564.75,182,2198.5,1791,28.525,36.825,1.41276,2004-06-28 09:00:00
2004-06-28,10:00:00,3.3,1218.25,275,16.6112,1198.25,280,671.25,183,1907.25,1413.25,32.625,28,1.35659,2004-06-28 10:00:00
2004-06-28,11:00:00,2.1,1132,275,13.2273,1091.25,169,751.25,144,1794.5,1091.75,36.3,23.4,1.3902,2004-06-28 11:00:00
2004-06-28,12:00:00,1.9,1102.75,275,12.287,1059.5,126,770,118,1748,940.25,37.525,21.525,1.3673,2004-06-28 12:00:00
2004-06-28,13:00:00,1.9,1080.75,275,12.1053,1053.25,108,770.25,106,1773.25,882.5,39.55,18.975,1.34474,2004-06-28 13:00:00
2004-06-28,14:00:00,1.6,1078.75,275,11.0957,1017.75,93,793,97,1739,850.25,40.05,19.25,1.4013,2004-06-28 14:00:00
2004-06-28,15:00:00,2,1166.75,275,13.0922,1086.75,112,741,129,1820,928.25,40.425,20,1.48538,2004-06-28 15:00:00
2004-06-28,16:00:00,1.8,1147.75,275,11.6314,1036.75,110,771.5,130,1719.75,834.5,39.875,20.1,1.44952,2004-06-28 16:00:00
