Date,Time,CO,PT08.S1_CO,NMHC,C6H6,PT08.S2_NMHC,NOx,PT08.S3_NOx,NO2,PT08.S4_NO2,PT08.S5_O3,T,RH,AH,Datetime,AQI,AQI_CO,AQI_C6H6,AQI_NOx,AQI_NO2,AQI_等级
2004-04-10,07:00:00,1.7,1081.25,157,8.16623,906,150,894.5,72,1591,1023.5,10.95,71,0.92792,2004-04-10 07:00:00,57.1526,37.2616,47.2752,57.1526,17.9837,轻度污染(40-60)
2004-04-10,08:00:00,2,1158.5,167,9.94996,975.75,138,837.25,76,1662.75,1097.5,12.425,64.025,0.920589,2004-04-10 08:00:00,58.3673,46.2585,58.3673,52.7211,20.8844,轻度污染(40-60)
2004-04-10,09:00:00,2,1112,157,8.77565,930.5,124,868.75,84,1587.75,1011.25,14.975,53.15,0.899293,2004-04-10 09:00:00,51.9022,46.2636,51.9022,45.1087,29.212,轻度污染(40-60)
2004-04-10,10:00:00,1.9,1111.75,172,8.43754,917,124,897.25,90,1542,931.25,16.575,44.425,0.831264,2004-04-10 10:00:00,49.0502,42.8087,49.0502,45.1153,35.2103,轻度污染(40-60)
2004-04-10,11:00:00,2.1,1062.5,114,7.4633,876.75,115,970.5,89,1480.75,811,18,38.45,0.786204,2004-04-10 11:00:00,49.187,49.187,42.2764,39.9729,34.2141,轻度污染(40-60)
2004-04-10,12:00:00,1.8,1032,166,7.82642,892,101,972.75,87,1457,755.5,20.625,30.025,0.721299,2004-04-10 12:00:00,44.9256,39.7835,44.9256,32.8823,32.0027,轻度污染(40-60)
2004-04-10,13:00:00,1.5,936,94,6.36879,828.75,90,1053.5,88,1335.75,606.5,19.9,26.7,0.613674,2004-04-10 13:00:00,35,30.3378,35,27.6351,33.1757,良(20-40)
2004-04-10,14:00:00,1.3,882.5,108,5.05613,766.25,90,1152,81,1238.25,497.75,19.8,23.125,0.528264,2004-04-10 14:00:00,27.6653,24.6289,26.0459,27.6653,25.2362,良(20-40)
2004-04-10,15:00:00,1.4,941.5,98,6.88401,851.75,89,1055,89,1318.25,539.5,21.4,22.725,0.572219,2004-04-10 15:00:00,38.6792,27.6954,38.6792,27.1563,34.5013,良(20-40)
2004-04-10,16:00:00,1.5,942.75,132,6.83853,849.75,92,1083.5,91,1295.5,544.25,22.15,21.275,0.560522,2004-04-10 16:00:00,38.4926,30.5518,38.4926,28.8022,36.9448,良(20-40)
2004-04-10,17:00:00,1.7,1007,144,7.41035,874.5,103,1027.25,104,1357,619.75,21.05,24.5,0.603967,2004-04-10 17:00:00,52.2177,37.3656,42.0699,34.543,52.2177,轻度污染(40-60)
2004-04-10,18:00:00,2,1037.25,165,8.67488,926.5,122,949,111,1425.5,739.5,18.25,31.6,0.656216,2004-04-10 18:00:00,60.604,46.7114,51.6779,44.4966,60.604,中度污染(60-80)
2004-04-10,19:00:00,2.5,1126.5,210,11.2076,1021.75,159,871.25,129,1533.5,921.25,16.125,35.025,0.637153,2004-04-10 19:00:00,82.9759,59.7185,64.3432,60.992,82.9759,重度污染(80-100)
2004-04-10,20:00:00,2.4,1123,277,10.5025,996.25,172,861,133,1550.75,1033.25,14.775,41.475,0.692924,2004-04-10 20:00:00,85.8099,57.8313,61.3119,65.7965,85.8099,重度污染(80-100)
2004-04-10,21:00:00,2,1110,168,8.22756,908.5,125,916,115,1487,984.25,13.15,50.3,0.757719,2004-04-10 21:00:00,66.377,46.5909,47.861,46.0561,66.377,中度污染(60-80)
2004-04-10,22:00:00,2.9,1247.25,248,11.6385,1037,187,811.5,125,1618,1192.75,12.3,55.5,0.791611,2004-04-10 22:00:00,78.6382,70.494,66.5554,71.3618,78.6382,中度污染(60-80)
2004-04-10,23:00:00,2.5,1219.75,235,9.7114,966.75,174,843.5,117,1545,1218.5,11.825,56.625,0.783266,2004-04-10 23:00:00,69.0667,59.7333,57.7333,66.5333,69.0667,中度污染(60-80)
2004-04-11,00:00:00,1.4,1028.25,84,5.12621,769.75,75,1046.5,84,1326,912.75,11.2,56.225,0.746861,2004-04-11 00:00:00,28.8282,27.4301,26.498,20.9055,28.8282,良(20-40)
2004-04-11,01:00:00,1.2,977.75,75,3.99592,710.5,48,1143.75,63,1304,750.25,11,56.575,0.741804,2004-04-11 01:00:00,21.4761,21.4761,19.5479,9.70745,11.1037,良(20-40)
2004-04-11,02:00:00,1,949,62,3.70271,694,61,1159.75,68,1309.5,771.75,9.275,64.3,0.753098,2004-04-11 02:00:00,17.6627,15.5378,17.6627,14.8074,14.2762,优(0-20)
2004-04-11,03:00:00,1,909.5,66,3.95988,708.5,49.5,1161.5,60,1329.25,712.25,8.825,65.975,0.750123,2004-04-11 03:00:00,19.2308,15.5836,19.2308,10.0133,9.35013,优(0-20)
2004-04-11,04:00:00,0.85,863,49,2.97989,650.75,38,1224,52,1285.5,712,7.775,70.375,0.746345,2004-04-11 04:00:00,13.245,11.5232,13.245,5.56291,6.02649,优(0-20)
2004-04-11,05:00:00,0.7,836.25,38,2.85748,643,38,1244.25,49,1306,727,7.7,70.725,0.746322,2004-04-11 05:00:00,12.3016,7.01058,12.3016,5.62169,5.09259,优(0-20)
2004-04-11,06:00:00,0.8,856.25,44,2.87315,644,41,1259,49,1301,746.25,7.4,71.025,0.73465,2004-04-11 06:00:00,12.4174,10.1717,12.4174,6.40687,5.15192,优(0-20)
2004-04-11,07:00:00,0.9,887.5,60,2.98786,651.25,51,1240.25,52,1298.25,733.25,8.225,66.65,0.728292,2004-04-11 07:00:00,13.6544,13.1266,13.6544,10.9499,6.33245,优(0-20)
2004-04-11,08:00:00,1.1,912,88,3.70271,694,61,1196.33,58,1342.67,727,8.73333,64.3,0.726664,2004-04-11 08:00:00,19.2358,19.2358,18.1159,15.415,8.76153,优(0-20)
2004-04-11,09:00:00,1,937.5,70,3.91949,706.25,47,1176.75,51,1319.5,641.5,12.95,47.85,0.711628,2004-04-11 09:00:00,19.6053,16.0526,19.6053,9.53947,5.78947,优(0-20)
2004-04-11,10:00:00,1.6,1052.5,94,6.24812,823.25,87,1040,77,1385.5,810.25,17.425,35.425,0.698953,2004-04-11 10:00:00,34.4284,34.4284,34.4284,27.1353,22.0105,良(20-40)
2004-04-11,11:00:00,1.8,1086.75,126,7.31077,870.25,107,1013.5,90,1411.5,850.5,20.2,29.175,0.682961,2004-04-11 11:00:00,41.8635,40.748,41.8635,37.664,36.2205,轻度污染(40-60)
2004-04-11,12:00:00,2.6,1153,181,9.15153,945.25,161,968.75,118,1424.5,911.25,22.65,22.925,0.622425,2004-04-11 12:00:00,70.3801,62.844,55.7012,62.713,70.3801,中度污染(60-80)
2004-04-11,13:00:00,1.1,893.75,66,3.98239,709.75,61,1209,70,1200.25,611.25,22.3,22.4,0.595514,2004-04-11 13:00:00,20.0262,19.3063,20.0262,15.5105,16.4267,良(20-40)
2004-04-11,14:00:00,0.6,796.5,54,2.30003,605.75,26,1452.25,35,1075.75,367.5,22.15,18.95,0.499267,2004-04-11 14:00:00,8.23529,4.05229,8.23529,3.26797,2.67974,优(0-20)
2004-04-11,15:00:00,0.9,854,48,3.09637,658,42,1408.5,46,1107.75,368.5,22.05,18.975,0.496923,2004-04-11 15:00:00,14.0992,13.1854,14.0992,6.91906,3.91645,优(0-20)
2004-04-11,16:00:00,1,891.75,66,3.21476,665.25,55,1347.5,58,1150,393.75,21,23.55,0.578789,2004-04-11 16:00:00,16.2321,16.2321,14.472,12.7771,9.12647,优(0-20)
2004-04-11,17:00:00,1.2,935.25,65,3.3225,671.75,65,1298.75,61,1182.75,414.5,19.575,27.35,0.61623,2004-04-11 17:00:00,22.6562,22.6562,15.5599,17.8385,11.1328,良(20-40)
2004-04-11,18:00:00,1.4,989.25,68,3.97338,709.25,75,1224.75,80,1232.75,469,17.925,30.75,0.625844,2004-04-11 18:00:00,28.6736,28.6736,20.2861,22.3017,25.2926,良(20-40)
2004-04-11,19:00:00,2,1062.75,118,5.67534,796.5,93,1078.75,93,1284.5,607.25,16.375,35.35,0.653225,2004-04-11 19:00:00,47.6623,47.6623,32.0779,30.5844,40.5195,轻度污染(40-60)
2004-04-11,20:00:00,1.1,922,65,3.35596,673.75,63,1219.75,78,1205,498,15.55,37.475,0.657514,2004-04-11 20:00:00,23.0869,19.585,16.083,17.1206,23.0869,良(20-40)
2004-04-11,21:00:00,1.1,925.25,63,3.45294,679.5,60,1222.5,76,1217.25,481,15.525,36.75,0.643778,2004-04-11 21:00:00,21.7617,19.6244,16.4508,15.0907,21.7617,良(20-40)
2004-04-11,22:00:00,1.1,924.25,61,2.94016,648.25,63,1271.5,74,1186.25,464.5,14.55,39.025,0.642758,2004-04-11 22:00:00,20.1811,19.6636,13.0013,17.2704,20.1811,良(20-40)
2004-04-11,23:00:00,1.1,913.5,63,3.14513,661,66,1256.25,81,1186.75,478,14.225,38.2,0.616315,2004-04-11 23:00:00,26.6796,19.7028,14.2119,18.6693,26.6796,良(20-40)
2004-04-12,00:00:00,0.7,839.75,31,1.63757,556,41,1473.75,58,1094,366.25,13.65,38.3,0.595699,2004-04-12 00:00:00,9.09677,7.03226,4.64516,6.45161,9.09677,优(0-20)
2004-04-12,01:00:00,0.6,799.25,29,1.14931,513.5,42,1614.75,59,1036.25,332.25,14.1,34,0.544208,2004-04-12 01:00:00,9.79381,4.05928,2.44845,7.0232,9.79381,优(0-20)
2004-04-12,02:00:00,0.7,855.5,34,1.95185,580.5,36,1447.5,54,1110.5,346.25,14.575,33.975,0.56047,2004-04-12 02:00:00,7.72201,7.20721,7.33591,5.08366,7.72201,优(0-20)
2004-04-12,03:00:00,0.6,829.5,34,1.68102,559.5,26,1451.75,39.5,1066,349.5,14.425,32.825,0.536369,2004-04-12 03:00:00,5.14139,4.11311,5.14139,3.27763,3.3419,优(0-20)
2004-04-12,04:00:00,0.3,752.5,9,0.657346,461.75,16,1821.5,25,955,274,13.875,30.85,0.486762,2004-04-12 04:00:00,0.834403,0.449294,0.385109,0.834403,0.770218,优(0-20)
2004-04-12,05:00:00,0.3,784.5,14,0.542781,447.5,16,1923.25,26,1003,263,13.525,37.925,0.585175,2004-04-12 05:00:00,0.961538,0.512821,0.128205,0.897436,0.961538,优(0-20)
2004-04-12,06:00:00,0.4,834.75,23,0.743263,471.75,33,1755.5,49,1116.75,314.25,13.875,43.55,0.687147,2004-04-12 06:00:00,5.69782,1.34443,1.02433,4.60948,5.69782,优(0-20)
2004-04-12,07:00:00,0.5,865,36,0.945425,493.5,39,1613,53,1184.75,367,13.475,50.1,0.770567,2004-04-12 07:00:00,7.80051,2.49361,2.04604,6.64962,7.80051,优(0-20)
2004-04-12,08:00:00,0.6,922.25,39,1.45687,541,45,1452.75,57,1246.25,431.75,13.325,53.625,0.816909,2004-04-12 08:00:00,9.70626,4.66156,4.5977,9.70626,9.25926,优(0-20)
2004-04-12,09:00:00,0.8,974.5,38,2.19058,598,63,1267.5,73,1292.75,536,13.4,56.025,0.857575,2004-04-12 09:00:00,20.4082,11.1607,8.67347,18.2398,20.4082,良(20-40)
2004-04-12,10:00:00,1,1040.25,55,2.90067,645.75,71,1209.5,78,1325.25,554.5,12.95,59.575,0.886003,2004-04-12 10:00:00,24.2675,17.1975,13.6306,21.9108,24.2675,良(20-40)
2004-04-12,11:00:00,1.3,1114.5,75,3.92845,706.75,104,1105,93,1384.25,677.25,12.7,62.675,0.917263,2004-04-12 11:00:00,41.6667,26.972,21.5013,37.7226,41.6667,轻度污染(40-60)
2004-04-12,12:00:00,1.1,1004.25,64,2.81846,640.5,85,1201.25,71,1304.75,557.25,12.075,60.5,0.850494,2004-04-12 12:00:00,28.0813,20.8386,12.8335,28.0813,18.8691,良(20-40)
2004-04-12,13:00:00,0.6,894.75,39,1.40154,536.25,53,1414.5,56,1228.5,420.75,11.175,64.375,0.853733,2004-04-12 13:00:00,12.7538,4.69543,4.06091,12.7538,8.9467,优(0-20)
2004-04-12,14:00:00,0.7,917,42,1.7218,562.75,58,1414.5,60,1257,422.75,10.725,67.575,0.870313,2004-04-12 14:00:00,15.526,8.04816,6.46388,15.526,11.4068,优(0-20)
2004-04-12,15:00:00,1.2,1025,78,3.61142,688.75,89,1188.5,77,1324.75,519,11.4,61.2,0.823568,2004-04-12 15:00:00,30,24.3671,19.6203,30,23.7975,良(20-40)
2004-04-12,16:00:00,1.4,1035.25,69,3.12478,659.75,96,1221.75,82,1301.25,532.5,9.85,70.55,0.858115,2004-04-12 16:00:00,33.8812,30.4678,15.6764,33.8812,29.3932,良(20-40)
2004-04-12,17:00:00,1.2,1024.5,67,3.49121,681.75,88,1196.5,77,1313,537,10.275,65.175,0.815106,2004-04-12 17:00:00,29.4823,24.3687,18.4343,29.4823,23.8005,良(20-40)
2004-04-12,18:00:00,1.3,1040.25,83,3.89713,705,100,1149.25,91,1323.5,611.5,10.975,58.925,0.771362,2004-04-12 18:00:00,39.5965,27.4275,21.942,35.8764,39.5965,良(20-40)
2004-04-12,19:00:00,1.8,1069.75,79,5.24731,775.75,127,1065,93,1368.75,697,10.6,59.45,0.759455,2004-04-12 19:00:00,49.937,42.8212,30.8564,49.937,42.1914,轻度污染(40-60)
2004-04-12,20:00:00,1.2,963.75,68,3.66346,691.75,88,1176,82,1292.25,572.75,10.575,57.725,0.736217,2004-04-12 20:00:00,29.434,24.3396,20.3774,29.434,29.434,良(20-40)
2004-04-12,21:00:00,0.8,904.25,56,2.73343,635,66,1269.25,74,1233.25,488.75,10.575,56.05,0.714854,2004-04-12 21:00:00,21.294,11.3065,12.4372,19.7236,21.294,良(20-40)
2004-04-12,22:00:00,0.8,913.25,49,2.60045,626.25,61,1270.75,68,1234.25,473.75,10.25,57.975,0.723876,2004-04-12 22:00:00,16.813,11.3551,11.6688,16.813,16.3112,优(0-20)
2004-04-12,23:00:00,0.8,914,56,2.36102,610,54,1321.75,65,1229.5,454.75,10.375,58.4,0.735164,2004-04-12 23:00:00,14.9123,11.4035,9.89975,13.1579,14.9123,优(0-20)
2004-04-13,00:00:00,0.7,893,48,2.03915,587,46,1367.5,58,1219.25,432.5,10.65,58.2,0.745915,2004-04-13 00:00:00,10.0125,8.01001,8.51064,10.0125,9.88736,优(0-20)
2004-04-13,01:00:00,0.5,844.25,27,1.34712,531.5,25,1498.5,36,1176,376,10.55,59.875,0.762393,2004-04-13 01:00:00,4,2.5,4,3.3125,3.0625,优(0-20)
2004-04-13,02:00:00,0.3,836.5,29,1.1975,518,18,1580.75,29,1182.25,360,10.475,60.8,0.770391,2004-04-13 02:00:00,3.1211,0.561798,3.1211,1.49813,1.62297,优(0-20)
2004-04-13,03:00:00,0.4,868.25,32,1.33012,530,19.5,1481.5,28.5,1215,383.75,10.625,63.05,0.806758,2004-04-13 03:00:00,4.11471,1.49626,4.11471,1.74564,1.62095,优(0-20)
2004-04-13,04:00:00,0.3,824.75,47,0.899513,488.75,21,1565.25,28,1170.75,363,11.075,60.15,0.792535,2004-04-13 04:00:00,2.49066,0.622665,1.80573,2.49066,1.43213,优(0-20)
2004-04-13,05:00:00,0.7,955.5,66,3.06002,655.75,76,1250.75,68,1356.25,524.75,10.075,68.4,0.84432,2004-04-13 05:00:00,24.9378,8.5199,16.1692,24.9378,16.9776,良(20-40)
2004-04-13,06:00:00,1.6,1124.25,163,6.9068,852.75,149,960.25,99,1531,872.5,10.025,68.725,0.845558,2004-04-13 06:00:00,59.6894,37.4534,42.5466,59.6894,50.2484,轻度污染(40-60)
2004-04-13,07:00:00,3.9,1496.25,524,19.1235,1271.75,328,667.25,130,2011.25,1398.75,10.975,64.15,0.83976,2004-04-13 07:00:00,97.6427,89.8263,89.8263,97.6427,84.9876,重度污染(80-100)
2004-04-13,08:00:00,4.5,1451.75,657,22.0929,1353.5,282,620.25,128,2056.5,1501,12.025,58.075,0.813773,2004-04-13 08:00:00,95.1673,94.5477,95.1673,94.7955,82.9616,重度污染(80-100)
2004-04-13,09:00:00,2.7,1172,324,11.7813,1042,206,796.5,120,1641,1186.25,12.775,51.975,0.76434,2004-04-13 09:00:00,77.6609,67.1411,69.7401,77.6609,74.6287,中度污染(60-80)
2004-04-13,10:00:00,1.6,1019.5,144,7.31661,870.5,133,955.5,93,1425.5,911.25,12.6,50.8,0.738705,2004-04-13 10:00:00,54.4499,37.33,44.8702,54.4499,42.707,轻度污染(40-60)
2004-04-13,11:00:00,1.6,1044,135,8.0077,899.5,137,934,96,1470.75,919.25,13.8,47.35,0.743541,2004-04-13 11:00:00,55.3704,37.3457,49.7531,55.3704,45.7407,轻度污染(40-60)
2004-04-13,12:00:00,1.6,1019.75,140,7.20596,865.75,116,971.75,84,1428.5,791.25,15.125,42.7,0.729364,2004-04-13 12:00:00,44.0814,37.3613,43.8964,44.0814,32.5524,轻度污染(40-60)
2004-04-13,13:00:00,1.5,1009.25,141,7.65883,885,112,993.75,87,1438.5,750.75,16.275,38.15,0.700562,2004-04-13 13:00:00,47.6601,34.0517,47.6601,42.3645,35.3448,轻度污染(40-60)
2004-04-13,14:00:00,1.8,1073,181,9.69163,966,128,934.5,87,1536.5,804.75,16.575,36.7,0.686716,2004-04-13 14:00:00,60.3936,43.7269,60.3936,51.0455,35.3629,中度污染(60-80)
2004-04-13,15:00:00,2.1,1098,227,9.81712,970.75,145,877,103,1527.25,965.75,15.85,40.5,0.724133,2004-04-13 15:00:00,61.1179,52.887,61.1179,58.4152,53.9926,中度污染(60-80)
2004-04-13,16:00:00,1.7,1060.75,149,7.69461,886.5,110,919.75,88,1462.25,869.25,16.35,41.8,0.771205,2004-04-13 16:00:00,48.0368,40.9202,48.0368,41.227,36.5644,轻度污染(40-60)
2004-04-13,17:00:00,3,1288.75,425,15.2838,1157.5,184,755.25,118,1790.75,1195.75,16.1,42.85,0.778279,2004-04-13 17:00:00,83.8235,74.5098,83.8235,72.3652,71.875,重度污染(80-100)
2004-04-13,18:00:00,4.6,1441.5,669,21.4696,1336.75,243,629.5,134,2004,1523,15.275,46.825,0.807437,2004-04-13 18:00:00,95.2876,95.2876,94.2472,90.2081,87.6377,重度污染(80-100)
2004-04-13,19:00:00,5,1479,680,21.692,1342.75,259,630.75,144,1994.75,1578.5,14.7,47,0.781508,2004-04-13 19:00:00,96.4548,96.4548,94.621,92.7262,92.5428,重度污染(80-100)
2004-04-13,20:00:00,3.5,1266,446,14.6497,1137.5,205,726,129,1746.75,1370,14.1,49.55,0.793103,2004-04-13 20:00:00,86.5079,86.5079,81.4408,77.4115,83.9438,重度污染(80-100)
2004-04-13,21:00:00,2.1,1149,205,9.3193,951.75,144,844.5,108,1577.25,1203.5,13.525,54.125,0.835138,2004-04-13 21:00:00,59.3902,52.6829,58.0488,57.9268,59.3902,轻度污染(40-60)
2004-04-13,22:00:00,2.1,1167.5,194,9.36469,953.5,152,842.75,104,1585.5,1201.25,12.325,59.225,0.846104,2004-04-13 22:00:00,60.7186,52.6797,58.5871,60.7186,54.8112,中度污染(60-80)
2004-04-13,23:00:00,1.5,1078.5,115,6.78187,847.25,108,925.25,90,1463,1121.75,11.65,62.225,0.851037,2004-04-13 23:00:00,40.5109,33.6983,40.5109,40.2068,38.6253,轻度污染(40-60)
2004-04-14,00:00:00,1.1,1047.33,74,4.93201,760,64,1032,74,1378.67,1003,11.4667,61.4333,0.830289,2004-04-14 00:00:00,29.1616,21.3244,29.1616,19.0158,21.6282,良(20-40)
2004-04-14,01:00:00,0.9,935.5,85,3.8882,704.5,73,1085.75,73,1363.75,918.25,10.875,64.55,0.839515,2004-04-14 01:00:00,22.8762,14.8665,22.3301,22.8762,20.8131,良(20-40)
2004-04-14,02:00:00,0.7,900,66,2.72576,634.5,47,1206.75,60,1307,835.75,11.075,63.225,0.833051,2004-04-14 02:00:00,12.7273,8.36364,12.7273,10.7879,11.5758,优(0-20)
2004-04-14,03:00:00,0.4,839.25,60,1.89565,576.25,46,1325.25,58.5,1285,759,10.7,64.425,0.828392,2004-04-14 03:00:00,10.5327,1.63438,7.92978,10.23,10.5327,优(0-20)
2004-04-14,04:00:00,0.65,839.5,40,1.71865,562.5,45,1349.25,57,1275,755.25,10.65,63.775,0.817366,2004-04-14 04:00:00,9.73398,6.59008,6.59008,9.73398,9.43168,优(0-20)
2004-04-14,05:00:00,0.9,904.5,47,3.28919,669.75,79,1190.75,62,1345.5,819.75,10.225,65.75,0.819613,2004-04-14 05:00:00,26.0266,15.2174,17.8744,26.0266,13.3454,良(20-40)
2004-04-14,06:00:00,1.6,1078.5,116,7.42798,875.25,113,947,71,1534.75,998,10.325,65.55,0.82248,2004-04-14 06:00:00,45.5368,37.5754,45.5368,43.1846,19.6622,轻度污染(40-60)
2004-04-14,07:00:00,3.9,1416.75,478,18.2348,1246.25,263,669,94,1921,1403,10.85,63.975,0.830684,2004-04-14 07:00:00,93.1325,89.6988,88.4337,93.1325,44.3976,重度污染(80-100)
2004-04-14,08:00:00,5,1529.25,836,27.73,1496.75,275,568.5,99,2277.5,1641,13.3,55.575,0.845261,2004-04-14 08:00:00,98.4356,96.4501,98.4356,94.0433,50.5415,重度污染(80-100)
2004-04-14,09:00:00,4.3,1397.25,655,18.2952,1248,263,659.25,119,1906.25,1534,15.775,46.8,0.832839,2004-04-14 09:00:00,93.0288,93.0288,88.5817,92.9688,73.4976,重度污染(80-100)
2004-04-14,10:00:00,2.7,1214.25,312,12.338,1061.25,183,779.75,103,1661.75,1256.5,19.525,34.45,0.773827,2004-04-14 10:00:00,71.7887,67.2269,71.7887,71.7887,54.1417,中度污染(60-80)
2004-04-14,11:00:00,2.1,1109.25,195,8.88961,935,147,882.25,95,1518,1026.25,21.075,30.175,0.744994,2004-04-14 11:00:00,58.9329,52.8777,55.8153,58.9329,44.9041,轻度污染(40-60)
2004-04-14,12:00:00,2.1,1122,238,10.4209,993.25,132,858.75,95,1571,993,18.425,34.225,0.718456,2004-04-14 12:00:00,63.4731,52.8743,63.4731,53.5928,44.9102,中度污染(60-80)
2004-04-14,13:00:00,2.18571,1093.75,252.19,9.67846,965.5,140.429,877.25,95.9048,1518.75,919.25,21.025,30.625,0.753814,2004-04-14 13:00:00,60.0478,54.4258,60.0478,56.8182,45.3349,中度污染(60-80)
2004-04-14,14:00:00,2.27143,1164,266.381,12.772,1076,148.857,787.75,96.8095,1653.25,1031.75,21.425,28.675,0.723134,2004-04-14 14:00:00,73.8351,57.2282,73.8351,59.3787,47.0729,中度污染(60-80)
2004-04-14,15:00:00,2.35714,1188.25,280.571,12.9429,1081.75,157.286,790.25,97.7143,1652.75,1076.5,21.325,27.35,0.685557,2004-04-14 15:00:00,74.463,60.0239,74.463,62.7685,48.8067,中度污染(60-80)
2004-04-14,16:00:00,2.44286,1098.25,294.762,8.85789,933.75,165.714,895.25,98.619,1496.5,883,20.375,30.4,0.719273,2004-04-14 16:00:00,65.5542,61.3826,55.3039,65.5542,49.8212,中度污染(60-80)
2004-04-14,17:00:00,2.52857,1180.25,308.952,10.9982,1014.25,174.143,826,99.5238,1594.75,1036,18.7,34.825,0.743564,2004-04-14 17:00:00,69.1667,63.5714,66.0714,69.1667,51.6667,中度污染(60-80)
2004-04-14,18:00:00,2.61429,1195,323.143,12.6463,1071.75,182.571,799,100.429,1608.5,1143.5,18.6,34.725,0.73687,2004-04-14 18:00:00,73.365,66.2307,73.365,71.9382,51.962,中度污染(60-80)
2004-04-14,19:00:00,2.7,1234,337.333,13.3328,1094.75,191,788.5,101.333,1638.25,1211.5,17.925,35.75,0.727607,2004-04-14 19:00:00,75.5344,67.5178,75.5344,74.7031,52.9691,中度污染(60-80)
2004-04-14,20:00:00,2.78571,1425,351.524,18.0799,1241.75,199.429,675.25,102.238,1858.25,1485.75,16.55,42.05,0.785594,2004-04-14 20:00:00,88.1376,68.8019,88.1376,76.6311,53.9739,重度污染(80-100)
2004-04-14,21:00:00,2.87143,1319.5,365.714,13.0249,1084.5,207.857,730,103.143,1689,1440.25,14.8,49.725,0.832074,2004-04-14 21:00:00,78.5545,71.564,74.763,78.5545,55.3318,中度污染(60-80)
2004-04-14,22:00:00,2.95714,1157.75,379.905,7.82041,891.75,216.286,870.25,104.048,1494,1242,13.375,54.25,0.829078,2004-04-14 22:00:00,81.5385,73.8462,47.6923,81.5385,56.4497,重度污染(80-100)
2004-04-14,23:00:00,3.04286,1060.25,394.095,5.84949,804.75,224.714,963.75,104.952,1418,1088.75,13.45,54.175,0.831912,2004-04-14 23:00:00,84.7518,75.4137,34.87,84.7518,56.5012,重度污染(80-100)
2004-04-15,00:00:00,3.12857,1036,408.286,4.66359,746.25,233.143,1033.75,105.857,1364,993.25,12.3,57.65,0.822277,2004-04-15 00:00:00,88.1936,82.7627,27.3908,88.1936,57.379,重度污染(80-100)
2004-04-15,01:00:00,3.21429,942.75,422.476,3.12071,659.5,241.571,1162.5,106.762,1296.5,862,11.575,58.75,0.799617,2004-04-15 01:00:00,89.8585,83.7264,16.0377,89.8585,58.8443,重度污染(80-100)
2004-04-15,02:00:00,3.3,899.25,436.667,2.0971,591.25,250,1242.75,107.667,1259,815.25,10.65,62.325,0.798782,2004-04-15 02:00:00,91.2839,84.3934,8.83392,91.2839,60.1885,重度污染(80-100)
2004-04-15,03:00:00,3.38571,889.25,450.857,1.6779,559.25,258.429,1330.75,108.571,1240.75,713.75,10.2,63.2,0.786539,2004-04-15 03:00:00,92.4706,85.0588,5.82353,92.4706,61.1176,重度污染(80-100)
2004-04-15,04:00:00,3.47143,846.75,465.048,1.29083,526.5,266.857,1416.25,109.476,1216,682,10.475,61.25,0.776093,2004-04-15 04:00:00,93.4195,86.134,3.76028,93.4195,61.9271,重度污染(80-100)
2004-04-15,05:00:00,3.55714,917.75,479.238,2.57793,624.75,275.286,1255,110.381,1297.5,743.75,9.3,65.825,0.772229,2004-04-15 05:00:00,94.2488,87.0892,11.7958,94.2488,63.1455,重度污染(80-100)
2004-04-15,06:00:00,3.64286,1105,493.429,7.93498,896.5,283.714,905.75,111.286,1510.25,1049.75,9.125,67.375,0.781354,2004-04-15 06:00:00,95.3107,87.5733,48.8863,95.3107,64.4783,重度污染(80-100)
2004-04-15,07:00:00,3.72857,1490.5,507.619,21.3957,1334.75,292.143,624.75,112.19,2001.25,1522,10.2,62.925,0.783117,2004-04-15 07:00:00,95.3162,88.4075,94.1452,95.3162,65.3396,重度污染(80-100)
2004-04-15,08:00:00,3.81429,1507.75,521.81,22.1397,1354.75,300.571,608.75,113.095,2033.5,1623,11.6,58.675,0.79989,2004-04-15 08:00:00,96.0234,89.1228,95.3216,96.0234,67.0175,重度污染(80-100)
2004-04-15,09:00:00,3.9,1489.25,536,19.0619,1270,309,633.25,114,1888.5,1637.75,13.45,53.375,0.819627,2004-04-15 09:00:00,96.4953,89.7196,89.3692,96.4953,67.9907,重度污染(80-100)
2004-04-15,10:00:00,3.8,1451.25,481,17.3136,1219.25,327,661.25,127,1803.75,1633.25,15.025,49.275,0.836369,2004-04-15 10:00:00,97.6663,88.6231,87.2812,97.6663,82.6138,重度污染(80-100)
2004-04-15,11:00:00,3.8,1454.25,460,17.5081,1225,299,660.5,135,1808.75,1654.25,17.05,42.125,0.811962,2004-04-15 11:00:00,95.3963,88.5781,87.296,95.3963,88.8695,重度污染(80-100)
2004-04-15,12:00:00,3.9,1392.25,597,16.986,1209.5,257,689.25,135,1791.75,1559,18.45,36.9,0.775807,2004-04-15 12:00:00,91.5017,89.6973,86.8452,91.5017,88.8242,重度污染(80-100)
2004-04-15,13:00:00,3.5,1350.5,465,16.986,1209.5,195,708.75,120,1782.5,1374,19.25,35.425,0.782413,2004-04-15 13:00:00,86.8023,85.814,86.8023,74.3605,75.407,重度污染(80-100)
2004-04-15,14:00:00,4,1417.5,542,19.4769,1281.75,231,680.75,129,1890,1418,19.15,35.65,0.782559,2004-04-15 14:00:00,90.6504,90.6504,90.36,85.9466,84.4367,重度污染(80-100)
